id,event_datetime,duration,title,state,created_by_profile_id,price_per_person,city,created_at,event_type,area_code,uuid,total_paid,event_date,event_time,reservations_total,reservations_accepted_total,reservations_rejected_total,reservations_pending_total,guests_total,guests_accepted,guests_rejected,guests_pending,monetization_calculation,community_dinner
4389,,16200,Tacos & Shabbat!,published,,,,04:48.6,private,Colorado,979e1447-fb0d-4b94-bb16-57a94e04fbbe,0,2/10/2017,17:30:00,6,6,0,0,8,8,0,0,t,f
4251,,10800,Italian Shabbat,published,,,,51:31.6,manual_approval,OTHER,3e9f81ba-87c3-4a6a-9088-52b7f29197b2,0,1/27/2017,18:00:00,3,2,0,1,3,2,0,1,t,f
4762,,10800,Jewlipino Shabbat & Wedding Video Viewing,published,,,,54:34.7,private,NY,85a6bd99-bba6-4a14-9f60-847dec8ae5d4,0,2/24/2017,19:00:00,8,8,0,0,10,10,0,0,t,f
4207,,55800,Shabbat with Rach & Jess,published,,,,33:51.1,private,SF,938adf9f-9b74-49c7-a283-ace85869bb02,0,1/20/2017,20:30:00,6,5,0,1,7,6,0,1,t,f
3761,,10800,Shabbos in Northside,published,,,,56:03.2,public,OTHER,615e44aa-a58e-40ae-b9cc-931b74e30714,0,2/3/2017,19:00:00,9,9,0,0,13,13,0,0,t,f
4727,,9000,All Hail General Tso,published,,,,49:03.6,manual_approval,NY,22c9706f-3e45-43b3-b92c-a7624bd7d7b8,0,2/17/2017,19:00:00,11,9,0,2,12,10,0,2,t,f
4366,,14400,Israeli Shabbath,published,,,,49:07.2,private,Colorado,6d4f475e-7b84-4e27-bd4a-44d73a3470a1,0,2/24/2017,19:00:00,7,7,0,0,12,12,0,0,t,f
4773,,73800,Shabbat,published,,,,17:16.8,private,SF,6c2d10c2-9298-4b31-8d32-deb466f34519,0,2/24/2017,22:15:00,7,7,0,0,7,7,0,0,t,f
4121,,7200,Shabbat Dinner,published,,,,40:57.3,private,OTHER,efd60189-9c5a-422f-9067-0c67c98a7bcd,0,1/20/2017,19:00:00,4,4,0,0,6,6,0,0,t,f
4187,,7200,JB dinners (Josh and Ben),published,,,,58:47.7,private,NY,4f98e5f7-50ff-48ae-8263-43548c8b07b8,0,1/20/2017,19:00:00,4,4,0,0,12,12,0,0,t,f
4122,,9000,Good Shabbos April - Passover Edition!,published,,,,42:11.4,private,OTHER,94f74914-716a-4dfd-8d7f-f075b47c7341,0,4/14/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
4242,,7200,First CBS Shabbat of 2017,draft,,,,19:07.0,private,NY,8a1fa965-322e-4f4d-ba29-fc3bda1a95c3,0,2/3/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
4365,,10800,Nautical Shabbat,published,,,,28:30.9,public,OTHER,d3f5e4e0-57b5-401c-92e5-984f144c670e,0,2/24/2017,18:00:00,6,6,0,0,9,9,0,0,t,f
4525,,5400,Elisheva's bday,published,,,,16:08.4,private,NY,03aa8bb5-6a52-4821-a396-67b4d0c3ce76,0,2/24/2017,19:30:00,8,8,0,0,9,9,0,0,t,f
4364,,9000,Pizza Shabbat!,published,,,,00:35.5,private,OTHER,4b32b732-f276-4819-96ae-3b8653e4b5c9,0,2/3/2017,20:30:00,3,2,0,1,4,2,0,2,t,f
4119,,10800,Sushi Shabbos,published,,,,36:31.8,private,OTHER,ec7dc899-254e-4310-9dba-c59ae8329668,0,2/17/2017,19:00:00,5,5,0,0,9,9,0,0,t,f
4774,,7200,Southern Shabbat,published,,,,28:34.9,private,atlanta,b47cc90b-9a72-4e45-a64d-cddae5701433,0,3/31/2017,19:00:00,3,3,0,0,3,3,0,0,t,f
3438,,7200,Bachelor Shabbat Dinner,published,,,,13:15.0,private,OTHER,7f94000f-bb9f-4d9d-bcf6-8167e35ce571,0,2/10/2017,19:00:00,6,6,0,0,6,6,0,0,t,f
4526,,14400,Truffle's vegan Shabbat dinner,published,,,,47:20.6,manual_approval,NY,39a3ab62-a7b2-44d2-939d-831d225801e6,0,3/10/2017,19:00:00,1,0,0,1,1,0,0,1,t,f
4772,,14400,Shabbat Around the World,draft,,,,53:25.5,private,DC,9fc91926-74af-4d4c-8059-bcbe08af4251,0,2/24/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
4243,,7200,Valentine's Themed Shabbat,published,,,,35:25.1,public,OTHER,e50f4ac1-b2b8-4101-9aa3-fa0a4cb0dcb3,0,2/17/2017,19:00:00,8,8,0,0,11,11,0,0,t,f
4359,,7200,ThoughtShabbat,published,,,,52:24.3,private,SF,d53931d9-dbb9-48a4-8a0a-1d4b72ef1b40,0,2/24/2017,19:00:00,9,9,0,0,9,9,0,0,t,f
4244,,10800,chichi:eats,published,,2500,,45:38.6,public,NY,667cda6a-184a-44db-8521-b0f9130ee45c,50000,2/3/2017,19:30:00,16,16,0,0,20,20,0,0,f,f
4617,,12600,Grad Student Shabbat at Base Hillel,published,,,,55:46.2,manual_approval,CHICAGO,693ac404-eaef-4071-9f15-9dbbca5070ce,0,3/3/2017,18:30:00,48,48,0,0,54,54,0,0,t,f
4215,,9000,Shabbat dinner - Yiddish-Tish,published,,,,49:26.5,private,NY,61baea3c-c07c-477d-b2f0-3bfaf78ab251,0,1/20/2017,19:30:00,8,8,0,0,10,10,0,0,t,f
4503,,10800,Schusterman Shabbat for Storytellters,published,,,,09:27.1,private,NY,c80bb7a5-e7d6-4ea1-86b3-85ed793c6fd4,0,2/24/2017,19:00:00,2,2,0,0,2,2,0,0,t,f
4856,,9000,Friday night lights,published,,,,01:08.6,private,NY,3c2a325a-9f7c-4015-90b9-c737ec1897f6,0,2/24/2017,19:30:00,9,9,0,0,10,10,0,0,t,f
4725,,8100,Friends and Family,published,,,,53:59.7,private,OTHER,451081b9-cb61-4eb6-bbd6-e8369c0cc82c,0,2/17/2017,19:00:00,1,1,0,0,3,3,0,0,t,f
4354,,12600,659 Aaron's Back Shabbat!,published,,,,24:10.1,private,DC,7ecb0c84-27c1-4376-a4d1-a9c393f22c57,0,2/3/2017,18:30:00,11,11,0,0,13,13,0,0,t,f
4358,,10800,Chuppah and Beyond Shabbat,published,,,,51:29.8,private,SF,a177cfec-3b68-4dd6-afff-d8c2f8dcfb03,0,2/3/2017,19:00:00,9,9,0,0,13,13,0,0,t,f
4299,,5400,YAD Austin--Couples Shabbat,published,,,,38:51.9,manual_approval,OTHER,c2b40474-b9f5-4301-82ed-0737bbf0a7cb,0,2/10/2017,19:30:00,2,2,0,0,4,4,0,0,t,f
4124,,79200,Israeli Shabbat,published,,1000,,02:52.4,private,SF,8523eb4d-0d48-4e3f-840d-a062f33f3861,29000,2/3/2017,18:00:00,16,15,0,1,30,29,0,1,t,f
4479,,14400,Bubby's Unkosher Shabbat,published,,3600,,53:07.6,manual_approval,NY,c7952a82-ba6d-421e-a1de-1666fbe59ce6,61200,2/10/2017,19:30:00,25,21,0,4,33,29,0,4,f,f
4529,,14400,Sous-vide Shabbat Dinner,published,,,,12:41.7,private,SF,9a811784-5408-4995-b0e3-cd4e510c9676,0,2/10/2017,19:00:00,9,9,0,0,10,10,0,0,t,f
4530,,9000,Friday Night Shabbat Dinner,published,,,,27:27.0,private,SF,67664588-6b64-4f2a-8672-e702348b5ecb,0,2/10/2017,19:30:00,10,10,0,0,10,10,0,0,t,f
4495,,7200,Shabbat Warming!,published,,,,54:09.4,manual_approval,NY,622bd3f6-1c1c-4ae2-ae91-3beaed2138e0,0,3/3/2017,19:00:00,2,2,0,0,3,3,0,0,t,f
4504,,7200,Ithaca Shabbat,published,,,,48:39.0,private,NY,b9b11e99-5e38-4693-9aa6-3f2ebad7150f,0,3/3/2017,19:00:00,3,3,0,0,7,7,0,0,t,f
4906,,10800,Israeli Shabbat,published,,,,00:07.4,private,Boston,b055a1f5-cb65-4b2d-8745-dc0eb8de2c32,0,3/3/2017,20:00:00,0,0,0,0,0,0,0,0,t,f
4506,,7200,Tu B'Shvat Seder Shabbat,published,,,,15:16.6,public,Colorado,8466226e-4531-4b94-b8ca-b7162e93dd74,0,2/10/2017,19:00:00,5,5,0,0,5,5,0,0,t,f
4907,,9000,INN Shabbat!,published,,,,05:30.9,private,DC,2f817960-52a7-4fc3-9180-98435dae2313,0,3/3/2017,18:30:00,8,8,0,0,8,8,0,0,t,f
4140,,7200,Inauguration Shabbat,published,,,,33:18.2,public,Colorado,443ca401-d193-492b-87ba-9b042b2e309a,0,1/20/2017,19:00:00,5,5,0,0,5,5,0,0,t,f
4367,,7200,IC Family Shabbat,published,,,,06:59.1,private,NY,8b769423-ce86-421f-a2f6-d3b9e1e5b15a,0,3/3/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
3990,,9000,2017 Resolution: More Shabbat Dinners,published,,,,40:35.8,private,SF,8b14b9bd-d75f-459e-8ab0-66620b21aa1e,0,1/20/2017,19:30:00,9,9,0,0,10,10,0,0,t,f
4307,,9000,Shabbat for LOVE!,published,,,,42:01.9,private,SF,95634406-0bc2-4342-888c-09a845f2dcac,0,2/3/2017,20:00:00,8,8,0,0,9,9,0,0,t,f
4667,,9000,Ryan's dinner,published,,,,14:33.7,private,NY,f07afd7f-0571-4ed4-80f9-34a5f973b475,0,2/24/2017,19:30:00,0,0,0,0,0,0,0,0,t,f
4510,,7200,Grossmam shabbat,draft,,,,15:06.8,private,OTHER,3ee7707a-2456-4c9e-8a6e-43756b9f7f9e,0,3/10/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
3836,,10800,Loft Living Shabbat,published,,,,25:50.6,public,OTHER,de310ca0-79a9-47be-984a-b9b9503d8efe,0,1/27/2017,19:00:00,7,7,0,0,12,12,0,0,t,f
4775,,10800,Birthright Reunion Shabbat!,draft,,,,38:17.6,private,NY,e503fe36-75de-46dc-9cad-9136dc5eae68,0,3/24/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
4216,,10800,Out of the Margins: Sharing Jewish Narratives over Shabbat,published,,,,06:47.9,private,NY,8ebbd883-2128-49a5-9216-e2b7cb018743,0,1/27/2017,19:00:00,9,9,0,0,10,10,0,0,t,f
4675,,9000,Dinner @ Alexa's,published,,,,25:52.9,private,NY,553991f0-d382-499f-afdc-0239cad9bd3d,0,2/24/2017,19:30:00,5,5,0,0,9,9,0,0,t,f
4668,,7200,Friday Night Un-wine'd:  Dinner + Wine Night,published,,,,07:10.7,public,SF,ffa4ce37-eb9f-4d89-8e85-c9dc77fcf60d,0,2/24/2017,19:00:00,10,10,0,0,13,13,0,0,t,f
4528,,9000,Pasta Shabbat,published,,,,11:25.7,private,CHICAGO,f69151aa-905d-41d6-87ef-8542ddcc96ad,0,2/10/2017,19:30:00,2,2,0,0,2,2,0,0,t,f
4657,,14400,March Madness Shabbat,published,,,,03:15.8,private,Colorado,36f314a1-173c-44ea-a544-78350cdb82a5,0,3/24/2017,19:00:00,1,0,0,1,1,0,0,1,t,f
3919,,9000,"This one time, on Birthright...Chicago BRIFellows  Shabbat",published,,,,57:39.9,manual_approval,CHICAGO,18753c18-7656-4b51-a115-c525550bd028,0,1/27/2017,19:30:00,12,12,0,0,13,13,0,0,t,f
4000,,9000,Winter Shabbat,published,,,,19:20.8,private,CHICAGO,caa46bed-a880-40bd-aa09-3903b678928f,0,1/27/2017,19:30:00,5,5,0,0,5,5,0,0,t,f
4776,,10800,February Shabbat!,published,,,,34:55.7,private,NY,52670949-2cc4-4774-b879-b662d5a95a06,0,2/24/2017,19:00:00,7,7,0,0,10,10,0,0,t,f
4532,,7200,Davina's Bachelorette Shabbat,draft,,,,28:58.0,private,NY,1681a243-fdd5-4145-81d0-5cef2940b75c,0,2/10/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
4611,,7200,Shabbat Dinner 2/7 @ Alexa's,published,,,,04:08.1,private,NY,59756b28-815d-4635-a639-0d6b2c3253f7,0,2/10/2017,19:00:00,4,4,0,0,4,4,0,0,t,f
4392,,44100,Dinner at Tzvi's-,published,,,,31:15.4,private,CHICAGO,5591b141-8add-4c9d-80f7-0368906a704f,0,2/3/2017,16:15:00,7,2,0,5,7,2,0,5,t,f
4445,,9000,Shabbat with Friends,published,,,,54:07.6,manual_approval,SF,eabb396b-057c-42c1-9281-c245d94f7c83,0,3/10/2017,19:30:00,1,0,0,1,1,0,0,1,t,f
4447,,6300,Shabbat at maison C-K,published,,,,54:32.9,private,OTHER,6ecc4cdb-d4b6-4011-9bde-8e3ae85ae2c2,0,3/31/2017,20:00:00,0,0,0,0,0,0,0,0,t,f
4909,,12600,Wandering Jews of Astoria Shabbat Services and Potluck,published,,,,26:05.6,manual_approval,NY,8c25efb9-60d7-4fa2-abe7-3b4b9185c966,0,3/31/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
4669,,5400,Shabbat at Mark and Katie's Apartment,published,,,,48:43.5,private,CHICAGO,e8ced787-6106-4d6d-b239-5e318bde264b,0,3/3/2017,19:30:00,3,4,0,-1,4,6,0,-2,t,f
4444,,7200,Shabbat Sha-Sushi,published,,,,47:35.0,private,SF,f33b4318-6bab-4756-bf2f-d0f1414f52bf,0,2/3/2017,20:00:00,5,5,0,0,5,5,0,0,t,f
4274,,12600,Singing Shabbat,published,,,,37:21.8,private,NY,efad393a-f082-4cf3-b0fb-8bb46e2836ee,1000,1/27/2017,18:30:00,4,4,0,0,6,6,0,0,t,f
4087,,9000,Mexican Winter Shabbat,published,,,,54:10.1,manual_approval,NY,c6508cf7-691d-44d0-a80e-a832ef6c8cb2,0,1/27/2017,19:30:00,18,14,4,0,21,17,4,0,t,f
4268,,16200,Casual Soiree,published,,,,13:26.9,manual_approval,DC,1f0a7a36-529b-424e-a9ed-64667ea9af50,0,1/27/2017,19:30:00,11,11,0,0,11,11,0,0,t,f
4677,,7200,A meal for ShabboZ,published,,,,28:55.2,private,NY,d71250c3-181b-4000-9dfc-2ec7cea10cc3,0,2/17/2017,19:00:00,5,3,0,2,5,3,0,2,t,f
4272,,9000,Shabbat at Jackie's,published,,,,07:30.8,private,NY,cfa2f4ba-1ea9-47ea-a47c-3ac78a6f59c1,0,1/27/2017,19:30:00,10,10,0,0,10,10,0,0,t,f
4672,,5400,Girl's Shabbat,draft,,,,29:52.9,private,NY,d00894ea-8e08-4ef7-ad27-d1369f24b6ac,0,2/17/2017,19:30:00,0,0,0,0,0,0,0,0,t,f
4270,,9000,Cherry Creek North Shabbat,published,,,,25:18.3,manual_approval,Colorado,7fb96e90-e094-454d-86e2-1b0e389858c9,0,2/10/2017,18:30:00,4,4,0,0,5,5,0,0,t,f
4676,,12600,Friday night birthday shenanigans,published,,,,27:30.8,public,NY,d086d104-7ed4-4767-b312-cfb77b68498f,0,2/24/2017,19:30:00,11,11,0,0,11,11,0,0,t,f
4273,,5400,Shabbat in Brookhaven,published,,,,20:21.4,manual_approval,atlanta,b143f30c-554c-4819-99f6-e8f0abcd0ae5,0,1/27/2017,19:30:00,19,15,0,4,22,17,0,5,t,f
4680,,16200,ארוחת שישי (Shabat Dinner),published,,,,41:57.8,private,DC,bc2d5f0c-ce1c-4fce-96f4-86e8bf8864da,0,3/3/2017,19:30:00,3,3,0,0,4,4,0,0,t,f
4400,,10800,Super-Shabbat Dinner,published,,,,19:36.2,private,NY,05f62e40-d9f2-4b85-9427-b970c0160393,0,2/3/2017,19:00:00,8,8,0,0,10,10,0,0,t,f
4450,,16200,Shabbos Dinner!,published,,,,34:14.3,private,NY,c5994f8b-ffa8-4c58-a8fa-8b3be300f663,0,2/3/2017,18:30:00,9,8,0,1,9,8,0,1,t,f
4202,,10800,30-Something's Shabbat Cluster January Dinner,published,,,,59:22.2,private,DC,440c816f-8958-4e91-b729-05c4f0d40002,0,1/27/2017,19:00:00,14,14,0,0,15,15,0,0,t,f
4269,,7200,Shabbat BBQ,published,,,,24:51.1,public,OTHER,8cb8197c-d558-4417-bff6-b6c2d1f832f9,0,1/27/2017,19:00:00,8,8,0,0,8,8,0,0,t,f
4267,,7200,Cambridge Neighborhood Shabbat,published,,,,49:04.1,private,OTHER,1e81ba76-115d-45f7-b8dc-d1517447293a,0,1/27/2017,19:00:00,7,6,0,1,7,6,0,1,t,f
4443,,7200,Fight the Frost Shabbat,published,,,,47:08.1,manual_approval,CHICAGO,49996c8f-4e85-4b82-b615-8e6b03cdf216,0,2/3/2017,19:00:00,8,8,0,0,9,9,0,0,t,f
4327,,9000,Jenna & H. Alan Shabbat Extravaganza!,published,,,,57:32.9,private,OTHER,94fdba1e-9fa1-4807-952c-4588e4f3d3f3,0,2/3/2017,19:00:00,5,0,0,5,9,0,0,9,t,f
4271,,10800,Engaj Mizrahi dinner,published,,,,05:11.3,manual_approval,SF,dcafd1dc-92fe-4667-b866-44d302730ff9,0,2/10/2017,18:30:00,19,18,1,0,23,22,1,0,t,f
4446,,79200,Quinn's Great Dinner,published,,,,39:06.9,public,OTHER,9b2f0590-bcbc-4837-b730-081ac9111b9c,0,2/10/2017,23:00:00,1,1,0,0,1,1,0,0,t,f
4457,,11700,Shabbat at the Park,published,,,,44:51.4,public,atlanta,b287d415-59f4-4a64-8b55-ca63c6a4836a,0,2/24/2017,18:45:00,12,12,0,0,13,13,0,0,t,f
4280,,30000,Dinner & Games,published,,,,13:14.1,manual_approval,Colorado,d9a012e2-5727-4582-8f26-36ce2f34e17e,0,1/27/2017,19:06:00,8,0,2,6,10,0,3,7,t,f
4279,,14400,DC shabs,published,,,,08:03.2,manual_approval,DC,0d97bfdc-dc9c-42a1-9d08-be39c94d7e75,0,1/27/2017,20:00:00,8,7,1,0,8,7,1,0,t,f
4112,,10800,San Francisco Shalon,published,,3000,,30:10.4,manual_approval,SF,8a066dbd-3b50-4679-acca-eea90bb6ce9d,42000,1/27/2017,19:30:00,13,13,0,0,14,14,0,0,t,f
4449,,7200,Ariella's Shabbat Dinner,published,,,,30:56.6,private,NY,2a8c5b9f-312b-490e-9c77-3dd8807c9857,0,2/10/2017,19:00:00,6,6,0,0,6,6,0,0,t,f
4277,,7200,Cooking for Jeffrey Shabbat Dinner,published,,,,02:33.3,manual_approval,NY,76ef5b8d-8aa7-4101-baca-95640b3fc310,0,2/3/2017,19:00:00,5,5,0,0,6,6,0,0,t,f
4278,,6300,NYC Superfriends - Dreaming and Scheming,published,,500,,26:04.4,private,NY,edfbdc30-66b7-4c2c-b943-35e634d2390c,0,2/3/2017,19:15:00,4,0,0,4,4,0,0,4,t,f
4917,,21600,Shabbat Dinner,published,,,,16:13.8,private,SF,5232da1f-00d2-4429-b742-d35881dd4ece,0,3/3/2017,15:00:00,1,1,0,0,1,1,0,0,t,f
4732,,7200,Celebrate Innovation in Chicago,published,,2650,,03:58.5,private,CHICAGO,95c69b82-a54d-416e-a49b-ab6d6d33505c,23850,3/17/2017,19:30:00,5,4,0,1,11,9,0,2,t,f
4497,,7200,Is Trump our new Haman? (best served w/ wine and good food),published,,,,02:44.1,manual_approval,DC,2bba961e-211f-4511-9d25-8833646d2ec4,0,3/3/2017,19:00:00,7,7,0,0,9,9,0,0,t,f
4914,,5400,Because its a Friday in March!,published,,,,19:30.6,private,NY,a717eb76-cd46-4cab-b4a9-24ccd637c3f5,0,3/3/2017,19:30:00,9,9,0,0,11,11,0,0,t,f
4294,,11700,Palm Springs Ladies' Shabbat,published,,,,04:56.3,private,OTHER,0e4c91d9-706d-4bf8-a49d-5e30d9fe752a,0,1/27/2017,19:00:00,6,6,0,0,6,6,0,0,t,f
4368,,7200,Gathering at Jenna's,published,,,,12:24.2,manual_approval,NY,b44a2418-a868-4fce-aa21-232e3d033c06,0,2/3/2017,19:00:00,10,7,1,2,10,7,1,2,t,f
4258,,12600,Sushi Shabbat,published,,,,08:05.7,private,NY,c9b73ea0-c82a-451b-9d23-b9b2639eb7e6,1000,2/3/2017,19:30:00,10,8,1,1,11,9,1,1,t,f
4913,,7200,PURIM SHABBAT DINNER,published,,,,10:55.1,public,Boston,06c49718-2947-4652-9704-1136278291f8,0,3/10/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
4452,,7200,Jews and the Civil Rights Movement.,draft,,500,,00:41.7,public,OTHER,6784a445-ec0a-4a9e-8a28-1859934eb1b3,0,2/17/2017,19:00:00,0,0,0,0,0,0,0,0,f,f
4232,,9000,Shabbatluck,published,,,,49:08.7,private,CHICAGO,aabf0e20-acfb-4b23-bee6-ed846d6f5826,0,1/27/2017,18:30:00,14,14,0,0,17,17,0,0,t,f
4296,,7200,1/27 Shabbat,published,,,,36:04.7,private,NY,2b01a6e6-32d9-40cf-bca9-2e02119ff325,0,1/27/2017,19:00:00,4,4,0,0,4,4,0,0,t,f
4780,,7200,URJ Intro to Judaism Dinner,published,,,,32:12.0,private,NY,489f6a86-5962-4a27-9366-0435abe35ce5,0,3/3/2017,20:00:00,12,12,0,0,17,17,0,0,t,f
4398,,32400,Shabbat Sha-birthday,published,,,,43:53.7,private,Colorado,62a330c5-b8cc-432e-91fd-f5cd2d02cd13,0,2/3/2017,12:00:00,9,7,0,2,14,11,0,3,t,f
4453,,7200,Dinner at Miri's,draft,,,,03:52.5,private,NY,a31c2297-3c15-4bfe-bb2b-ac0a3f433270,0,2/3/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
4451,,84600,Shabbat at Richard's. Take 2,published,,,,41:38.3,private,NY,52f6cd72-79de-4705-becc-45108332ed8b,0,2/3/2017,19:30:00,4,3,0,1,4,3,0,1,t,f
4778,,12600,Shabbat!,published,,,,20:56.0,manual_approval,NY,fc44a4f1-a89a-43b1-b8a2-a9e22cb600d2,0,2/24/2017,19:30:00,9,8,0,1,10,8,0,2,t,f
4454,,12600,Sushi Shabbat,published,,,,01:23.9,private,NY,b399f354-506c-4b61-9394-46ce24c10386,0,2/3/2017,19:30:00,9,9,0,0,9,9,0,0,t,f
4679,,14400,Sharon's semi farewell,published,,,,27:41.3,private,DC,6f0a5575-131e-400e-8098-9f7d5d2f731e,0,2/24/2017,20:00:00,4,4,0,0,6,6,0,0,t,f
4460,,12600,Challah At Ya...Shabbat Dinner,published,,,,30:47.8,manual_approval,SF,95b77a4b-8e5d-449c-9c4f-b8144d4bda25,0,2/3/2017,19:30:00,1,0,0,1,1,0,0,1,t,f
4356,,14400,Comfy Night!,published,,,,33:00.0,private,CHICAGO,e390f6c4-79b1-4b61-95eb-8294cecc4857,0,2/17/2017,19:00:00,7,7,0,0,7,7,0,0,t,f
4533,,14400,Shabbat Ourstyle,published,,,,04:02.4,private,CHICAGO,d0020be2-1b1f-4aa9-a0d9-54089c063ad4,0,2/10/2017,19:00:00,7,7,0,0,12,12,0,0,t,f
4459,,16200,Simply Shabbat,published,,,,23:44.2,manual_approval,DC,99b01e6f-9b80-4b64-8220-6e648bf61989,0,2/10/2017,19:30:00,13,13,0,0,14,14,0,0,t,f
4673,,7200,Ski Shabbat,published,,,,06:52.5,manual_approval,OTHER,170830cc-7f2e-475c-b17b-d75e961274eb,0,2/17/2017,19:00:00,10,10,0,0,11,11,0,0,t,f
4779,,10800,St. Patrick's Day Shabbat,published,,,,27:26.5,public,SF,5d7e4b11-caad-44c2-94d8-dd892c122488,0,3/17/2017,19:00:00,9,9,0,0,12,12,0,0,t,f
4905,,9000,Fancy Friday Feast Shabbat,published,,,,30:33.8,private,CHICAGO,f5ef35ea-85d9-48a5-9d7b-3b05559df261,0,3/31/2017,19:30:00,2,2,0,0,2,2,0,0,t,f
4458,,9000,Shabbat at Giora & Almog,published,,,,00:34.0,private,NY,d33114a2-d486-4262-a9c5-2f0ed0dd4ffe,0,2/10/2017,20:00:00,5,5,0,0,5,5,0,0,t,f
4461,,72000,Reconnect and Rejuvenate Shabbat,published,,,,39:11.8,private,NY,becb3c4c-594c-4c4d-8048-058901d8345a,0,2/3/2017,1:00:00,2,1,0,1,4,3,0,1,t,f
3997,,12600,EJ Shabbat Dinner,published,,,,28:10.1,private,NY,df1c7712-7c1d-4c5b-9092-65f913513dda,0,2/24/2017,19:30:00,7,7,0,0,7,7,0,0,t,f
4854,,7200,Shablock 2/24,published,,,,18:04.2,private,DC,73231c8b-ba22-4cbd-8542-b98ab33e6b2f,0,2/24/2017,19:00:00,7,7,0,0,8,8,0,0,t,f
4666,,16200,"Pizza, Sundaes, and Games Shabbat",published,,,,37:59.9,manual_approval,Colorado,94f238b1-894f-49f7-b968-f1f0e333294b,0,2/17/2017,19:30:00,3,3,0,0,6,6,0,0,t,f
4781,,14400,Astoria Shabbat,published,,,,07:00.9,private,NY,0c1399d7-438e-411a-8f4f-033115b98496,0,2/24/2017,19:30:00,8,8,0,0,13,13,0,0,t,f
4534,,14400,Back to School Shabbat,published,,,,18:54.5,private,OTHER,1bae1f21-0ead-404d-bd1d-8fd1b23aafc4,0,2/10/2017,19:00:00,10,10,0,0,10,10,0,0,t,f
4502,,10800,Ramah Alumni Shabbat,published,,,,44:18.7,manual_approval,SF,13bcb944-dc28-4dea-ae9d-3c37264a575c,0,2/10/2017,19:30:00,7,7,0,0,9,9,0,0,t,f
4493,,12600,Shabbat at the Chack's,published,,,,03:29.0,private,OTHER,3556f66a-e734-49fc-b97b-cafa78f32edd,0,2/17/2017,18:30:00,9,0,0,9,14,0,0,14,t,f
4496,,9000,Shabbat Cluster,published,,,,12:22.5,manual_approval,DC,63145370-2aea-4785-8923-9f644152f15c,0,2/17/2017,18:30:00,6,6,0,0,12,12,0,0,t,f
4864,,7200,Reunion Shabs!,published,,,,01:07.5,private,DC,b541d4ae-8936-4f62-a5c7-ff1e8bcf5796,0,3/10/2017,19:00:00,5,5,0,0,5,5,0,0,t,f
4371,,9000,Mama Mia! It's Shabbat!,published,,,,14:54.2,manual_approval,atlanta,69f2be17-88da-400f-86d7-7161543439ac,0,2/24/2017,19:30:00,14,14,0,0,15,15,0,0,t,f
4911,,11700,Game Night Shabbat!,published,,,,55:59.6,private,DC,b27bbce7-31af-4af9-8fe9-b15709ecfa5c,0,3/3/2017,19:30:00,4,4,0,0,4,4,0,0,t,f
4536,,7200,Shabbat Dinner,published,,,,56:37.8,private,DC,040df22c-e008-470b-8bda-80cf1ad93781,0,2/17/2017,19:30:00,9,9,0,0,9,9,0,0,t,f
4352,,7200,Shabbat Cluster,published,,,,06:11.4,manual_approval,DC,8ca0a99c-2301-4e88-bbb8-f5da55412404,0,2/10/2017,19:00:00,7,7,0,0,7,7,0,0,t,f
4462,,7200,Israeli Shabbat,published,,,,01:17.4,manual_approval,DC,2fe84b82-52d9-4b8c-8a5e-64074e26a229,0,2/10/2017,19:00:00,7,7,0,0,10,10,0,0,t,f
4521,,84600,JoJo's/(Rivka's) Birthday Shabbos Bash 2017,published,,,,17:21.7,private,OTHER,3ccc7947-4f0b-4c2b-943f-eaac15b53ed9,0,2/10/2017,19:30:00,15,14,0,1,16,15,0,1,t,f
4915,,7200,Shabbat at the Mansion,published,,,,34:51.2,public,OTHER,c2dfeac1-16cc-4818-9df0-f44418d4f8ed,0,3/3/2017,19:00:00,5,5,0,0,6,6,0,0,t,f
4782,,7200,Relaxed Shabbat,published,,,,58:14.7,manual_approval,OTHER,1f790f1e-b0e4-405d-b769-9b5c102f8781,0,3/3/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
4304,,9000,Tahoe Din,published,,,,30:46.5,private,SF,aec03dad-c79e-44d2-997c-f7ac7a52ebe5,0,2/10/2017,20:30:00,9,9,0,0,9,9,0,0,t,f
4372,,7200,Shabbat Dinner with Tay!,published,,,,52:25.1,private,OTHER,dfdfd687-e4f2-4dab-8b45-2880a84199a9,0,2/3/2017,19:00:00,9,9,0,0,10,10,0,0,t,f
4298,,7200,Dinner Time!,published,,,,35:21.4,private,SF,6fa18ac0-b665-42a7-a6bf-d6f038c49367,0,1/27/2017,19:00:00,1,1,0,0,12,12,0,0,t,f
